Time (ps),R1_WT,R2_WT,R3_WT,AVG_WT,R1_C391R,R2_C391R,R3_C391R,AVG_C391R,R1_419X,R2_419X,R3_419X,AVG_419X
280,143869.4375,144150.28125,144374.265625,144131.328125,146105.484375,143491.5,144434.796875,144677.260416667,145348.390625,144735.0625,144747.15625,144943.536458333
282,145401.96875,145633.703125,143655.3125,144896.994791667,145404.03125,145458.3125,144208.359375,145023.567708333,144937.1875,144506.78125,143782.328125,144408.765625
284,145166.953125,144563.453125,144084.546875,144604.984375,144843.359375,144712.6875,145892.875,145149.640625,144705.6875,144182.46875,145538.703125,144808.953125
286,145749.40625,144926.75,144687.046875,145121.067708333,144565.734375,144700,144260.8125,144508.848958333,144846.109375,144288.0625,144982.25,144705.473958333
288,144322.03125,144050.171875,144509.734375,144293.979166667,144485.9375,145457.40625,144759.03125,144900.791666667,143800.578125,145417.625,144620.40625,144612.869791667
290,144221.03125,145432.03125,144125.59375,144592.885416667,144469.125,144462.84375,144762.125,144564.697916667,145046.6875,143928.140625,145129.125,144701.317708333
292,145019.875,146636.5,144001.921875,145219.432291667,144528.625,144259.171875,146100,144962.598958333,144494.578125,144475.28125,144430.375,144466.744791667
294,143813.4375,145812.28125,144088.484375,144571.401041667,144415.28125,144540.46875,143304.53125,144086.760416667,144854.984375,144271.25,144958.578125,144694.9375
296,143636.34375,145333.9375,144865.484375,144611.921875,144762.65625,144918.875,144975.75,144885.760416667,142806.46875,144903.859375,144149.78125,143953.369791667
298,145121.859375,144664.609375,144854.703125,144880.390625,144733.515625,143934.484375,145477.5,144715.166666667,146061.8125,144966.84375,144698.09375,145242.25
300,144051.109375,144452.34375,146180.53125,144894.661458333,143738.375,144670,144376.578125,144261.651041667,144341.234375,145646.375,144538.34375,144841.984375
302,144183.1875,145424.140625,143378.15625,144328.494791667,144273.625,144816.5625,144539.359375,144543.182291667,144385.359375,143973.34375,144972.53125,144443.744791667
304,145207.515625,145940.453125,143848.484375,144998.817708333,144335.34375,145958.515625,145673.0625,145322.307291667,144810.765625,144407.8125,145071.765625,144763.447916667
306,144872.359375,145229.5625,145007.3125,145036.411458333,145576.8125,144252.25,145403.125,145077.395833333,144446.765625,143979.546875,144862.6875,144429.666666667
308,144710.578125,143498.25,144663.5625,144290.796875,144826.375,145787.34375,143112.53125,144575.416666667,144813.53125,144891.546875,144685.234375,144796.770833333
310,144505.1875,144594.53125,144575.65625,144558.458333333,143302.46875,145455.46875,145069.5,144609.145833333,146337.078125,144536.890625,143621.5625,144831.84375
312,144600.640625,143740.6875,144813.21875,144384.848958333,144209.109375,145040.4375,144601.515625,144617.020833333,144012.3125,145381.5,144484.40625,144626.072916667
314,144794.484375,144314.1875,144593.4375,144567.369791667,144438.8125,145103.09375,145325.640625,144955.848958333,145689.859375,145340.625,145420.125,145483.536458333
316,145416.5,143975.296875,145420.84375,144937.546875,144904.53125,144026.875,145183.78125,144705.0625,144452.328125,144075.96875,144678.390625,144402.229166667
318,144764.046875,144643.96875,144646.6875,144684.901041667,145041.765625,144803.3125,144994.765625,144946.614583333,145031.9375,144401.59375,144587.015625,144673.515625
320,145260.90625,144582.265625,144134.046875,144659.072916667,144245.53125,144631.140625,145138.4375,144671.703125,145395.40625,143925.171875,144797.59375,144706.057291667
322,144115.734375,144119.5625,144071.875,144102.390625,144605.5,145020.40625,144809.875,144811.927083333,143449.34375,144498.875,144578.28125,144175.5
324,145085.28125,143205.4375,144030,144106.90625,144052.6875,144306.96875,144894.15625,144417.9375,144213.21875,144691.4375,145191.984375,144698.880208333
326,144704.96875,143939.890625,145331.40625,144658.755208333,144434.109375,144460,144518.984375,144471.03125,144570.9375,143899.15625,144937.6875,144469.260416667
328,143973.21875,145000.3125,145013.734375,144662.421875,145028.515625,145403.09375,146128.71875,145520.109375,143876.34375,144111.5,145244.046875,144410.630208333
330,143633.421875,144338.84375,146034.671875,144668.979166667,145574.9375,145264.484375,144833.46875,145224.296875,144757.5,144266.5,146235.828125,145086.609375
332,143243.96875,143696.84375,143354.40625,143431.739583333,143852.71875,144677.375,144602.234375,144377.442708333,144725.46875,145675.71875,144333.921875,144911.703125
334,144457.65625,144022.953125,143377.03125,143952.546875,145056.625,145720.546875,143761.1875,144846.119791667,143623.6875,144749.984375,145765.96875,144713.213541667
336,145202.546875,144628.25,143679.265625,144503.354166667,143248.46875,145143.296875,145567.109375,144652.958333333,145817.75,144661.15625,145841.71875,145440.208333333
338,143950.65625,144655.9375,143470.59375,144025.729166667,144678.4375,143713,144479.875,144290.4375,144989.46875,143907.421875,143213.796875,144036.895833333
340,144353.8125,146291.5625,144470.390625,145038.588541667,143000.625,145100.90625,144573.078125,144224.869791667,145201.84375,144108.296875,144778.984375,144696.375
342,146051.53125,144944.09375,145709.25,145568.291666667,143769.9375,145389.609375,145095.140625,144751.5625,144323.65625,145019.5625,145417.5,144920.239583333
344,144691.609375,143781.859375,144665.8125,144379.760416667,145760.765625,145191.515625,143244.21875,144732.166666667,143640.1875,143766.09375,144168,143858.09375
346,144408.90625,144222.4375,145369.6875,144667.010416667,144829.8125,144631.84375,144984.984375,144815.546875,144542.5625,145652.875,145125.09375,145106.84375
348,144929.609375,145538.359375,144505.640625,144991.203125,142410.796875,144754.90625,145596.125,144253.942708333,144706.28125,143580.90625,145257.5625,144514.916666667
350,144644.96875,144658.34375,143711.921875,144338.411458333,144705.859375,144395.78125,144895.3125,144665.651041667,144784.71875,145220.671875,145165.15625,145056.848958333
352,144350.828125,145004.09375,144784.65625,144713.192708333,145356.359375,146271.625,145384.859375,145670.947916667,143752.109375,144783.0625,144889.5,144474.890625
354,144685.40625,144652.625,144858.0625,144732.03125,145004.84375,144988.90625,144689.375,144894.375,145083.625,145038.84375,144155.578125,144759.348958333
356,144238.03125,143164.734375,144237.640625,143880.135416667,144825.015625,143897.0625,145312.5,144678.192708333,144416.375,144581.203125,145251.90625,144749.828125
358,145478.125,143910.40625,143918.5625,144435.697916667,145294.125,145156.34375,143830.15625,144760.208333333,145174.5,143945.59375,143913.3125,144344.46875
360,146280.03125,145510.75,144834.6875,145541.822916667,143274.875,145405.828125,145649.234375,144776.645833333,144991.0625,145705.734375,145267.78125,145321.526041667
362,145796.8125,144014.625,144897.421875,144902.953125,144373.75,143855.953125,145557.171875,144595.625,145317.53125,144110.265625,145152.5,144860.098958333
364,146004.1875,144426.859375,144868.78125,145099.942708333,145333.40625,145675.15625,145024.390625,145344.317708333,143947.75,144900.453125,144048.40625,144298.869791667
